,0
0.0,0.5
0.0033333333333333335,0.4974220058881836
0.006666666666666667,0.4943976521269031
0.01,0.49558109743054846
0.013333333333333334,0.49577303768903097
0.016666666666666666,0.49674415327848787
0.02,0.4981954999712023
0.023333333333333334,0.49418079570394824
0.02666666666666667,0.4947375532012405
0.030000000000000002,0.4913369213153701
0.03333333333333333,0.4937883345551789
0.03666666666666667,0.49551602700694297
0.04,0.49482821274648314
0.043333333333333335,0.49432830571073066
0.04666666666666667,0.49323623788428356
0.05,0.49312858540545546
0.05333333333333334,0.501666926339492
0.05666666666666667,0.5024397953242419
0.060000000000000005,0.5087411056165608
0.06333333333333334,0.5076170469888965
0.06666666666666667,0.5062438630714612
0.07,0.5004721698193111
0.07333333333333333,0.5027143383162684
0.07666666666666667,0.502166176698102
0.08,0.5018887073832139
0.08333333333333334,0.5044673414421187
0.08666666666666667,0.5058447850428814
0.09000000000000001,0.5031662859102216
0.09333333333333334,0.5015825490199226
0.09666666666666668,0.49811586882668324
0.1,0.4927915640915191
0.10333333333333335,0.4960266469487101
0.10666666666666667,0.5024782485943419
0.11,0.50394902846091
0.11333333333333334,0.5031150331872591
0.11666666666666667,0.5057255549228196
0.12000000000000001,0.5076443591702144
0.12333333333333334,0.5092872834990166
0.12666666666666668,0.5052288639777054
0.13,0.5057979306300627
0.13333333333333333,0.5057231874938061
0.1366666666666667,0.5025574797073686
0.14,0.5031926171277324
0.14333333333333334,0.501881403315602
0.14666666666666667,0.5019060955111837
0.15000000000000002,0.5008027273814922
0.15333333333333335,0.5015875889493014
0.15666666666666668,0.5056205614247699
0.16,0.5045424643851216
0.16333333333333333,0.5073865802092711
0.16666666666666669,0.510160327239445
0.17,0.5086359682577084
0.17333333333333334,0.5089424233010398
0.17666666666666667,0.5065562852979045
0.18000000000000002,0.5055025409643579
0.18333333333333335,0.5051530030778444
0.18666666666666668,0.5068762498917313
0.19,0.5041934779315724
0.19333333333333336,0.5029550465144272
0.19666666666666668,0.5019004640108841
0.2,0.5010534638531899
0.20333333333333334,0.500143649013925
0.2066666666666667,0.49461567022282377
0.21000000000000002,0.49327830475585915
0.21333333333333335,0.495332653833854
0.21666666666666667,0.49069644145306746
0.22,0.49186986102734015
0.22333333333333336,0.4951499478370139
0.22666666666666668,0.4916182115186974
0.23,0.4905828007707766
0.23333333333333334,0.48825485729716017
0.2366666666666667,0.48194956548332585
0.24000000000000002,0.48052235761926637
0.24333333333333335,0.47915167081322974
0.24666666666666667,0.477546830187799
0.25,0.47448306364161447
0.25333333333333335,0.47565619256842434
0.2566666666666667,0.4787111482273023
0.26,0.48231710277318707
0.26333333333333336,0.48411313286399604
0.26666666666666666,0.4842699201921754
0.27,0.4861434099534275
0.2733333333333334,0.4876051050337999
0.27666666666666667,0.48443336683846766
0.28,0.4826795260167512
0.2833333333333333,0.4829642964270765
0.2866666666666667,0.48597968536695935
0.29000000000000004,0.48922209368957703
0.29333333333333333,0.48935814327468685
0.2966666666666667,0.4895791034891997
0.30000000000000004,0.4896075120937337
0.30333333333333334,0.4887899509827094
0.3066666666666667,0.4873576834008674
0.31,0.48828338026053386
0.31333333333333335,0.4932809428805953
0.3166666666666667,0.4962233194834897
0.32,0.49515616284264125
0.32333333333333336,0.4985081900291811
0.32666666666666666,0.49573289005608406
0.33,0.4936933454015139
0.33333333333333337,0.4916771473291588
0.33666666666666667,0.4905359806627537
0.34,0.4890646675669118
0.3433333333333334,0.4875144179488534
0.3466666666666667,0.4867138667681434
0.35000000000000003,0.486615956920837
0.35333333333333333,0.48535803844887204
0.3566666666666667,0.4861245355083277
0.36000000000000004,0.48844007048772065
0.36333333333333334,0.49056247511099016
0.3666666666666667,0.4891587222225698
0.37000000000000005,0.4891710332611161
0.37333333333333335,0.4900465210770688
0.3766666666666667,0.49063995193818905
0.38,0.49108090954398964
0.38333333333333336,0.49136782389080336
0.3866666666666667,0.4930422465174447
0.39,0.49633090704226007
0.39333333333333337,0.493388063919301
0.39666666666666667,0.4988372720143512
0.4,0.4998006754252206
0.4033333333333334,0.4982352952509007
0.4066666666666667,0.5016447118650199
0.41000000000000003,0.5015903571921009
0.4133333333333334,0.5007226501258765
0.4166666666666667,0.49803861742169286
0.42000000000000004,0.4963664108404616
0.42333333333333334,0.4976095319760487
0.4266666666666667,0.5013435056920795
0.43000000000000005,0.4986957296877102
0.43333333333333335,0.49681258939241574
0.4366666666666667,0.49846633096697995
0.44,0.5012234756885908
0.44333333333333336,0.5028626167630702
0.4466666666666667,0.5061552439195934
0.45,0.5042315437154623
0.45333333333333337,0.5044784939026015
0.4566666666666667,0.5108151004596699
0.46,0.5118652242804723
0.4633333333333334,0.5110832631019582
0.4666666666666667,0.5113006274370255
0.47000000000000003,0.5115151453702441
0.4733333333333334,0.508273917382303
0.4766666666666667,0.49957751713147536
0.48000000000000004,0.4996719094568527
0.48333333333333334,0.5014304565139046
0.4866666666666667,0.5024481205203635
0.49000000000000005,0.5011914521620346
0.49333333333333335,0.5019850536354863
0.4966666666666667,0.500841073163978
0.5,0.5012643671520647
0.5033333333333334,0.4998895199923892
0.5066666666666667,0.5007226566456575
0.51,0.5032184213041115
0.5133333333333334,0.5028518545530687
0.5166666666666667,0.5040033229271644
0.52,0.5028423479089026
0.5233333333333333,0.5034599441469493
0.5266666666666667,0.5054378189137838
0.53,0.5068760694117425
0.5333333333333333,0.5076747198618042
0.5366666666666667,0.5105268438923684
0.54,0.5072098563986501
0.5433333333333333,0.5071994942055009
0.5466666666666667,0.5084531636324054
0.55,0.5067110624488519
0.5533333333333333,0.5019990497705558
0.5566666666666668,0.5074321818371798
0.56,0.5049931565724155
0.5633333333333334,0.5034140121333944
0.5666666666666667,0.5060716357556262
0.5700000000000001,0.5075613432381357
0.5733333333333334,0.5080453417894212
0.5766666666666667,0.5083902041141302
0.5800000000000001,0.5070076501616454
0.5833333333333334,0.5070877065193048
0.5866666666666667,0.5099545312577517
0.5900000000000001,0.513587882187275
0.5933333333333334,0.5101272705428098
0.5966666666666667,0.5121498251217285
0.6000000000000001,0.5148127778584128
0.6033333333333334,0.52089204108328
0.6066666666666667,0.524756229536794
0.61,0.5203104997922938
0.6133333333333334,0.5203673240252078
0.6166666666666667,0.5189086701736768
0.62,0.517653269336376
0.6233333333333334,0.5139956733705457
0.6266666666666667,0.5193211269193948
0.63,0.5247660445471826
0.6333333333333334,0.5265784151888074
0.6366666666666667,0.5269895715484885
0.64,0.5256127695247481
0.6433333333333334,0.5230198676237224
0.6466666666666667,0.5240951676204157
0.65,0.5235382132569212
0.6533333333333333,0.5203455210301695
0.6566666666666667,0.5246300583291819
